Potential applied (V),Time (s),WE(1).Current (A),WE(1).Potential (V),Scan,Index,Q+,Q-,Current range
-0.224456787109375,21.9187739446604,7.9071044921875E-09,-0.22418212890625,2,648,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.222015380859375,21.9431879445988,7.7117919921875E-09,-0.221710205078125,2,649,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.219573974609375,21.9676019445371,7.6263427734375E-09,-0.219268798828125,2,650,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.217132568359375,21.9920159444755,7.5439453125E-09,-0.21685791015625,2,651,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.214691162109375,22.0164299444139,7.26318359375E-09,-0.2144775390625,2,652,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.212249755859375,22.0408439443522,7.3089599609375E-09,-0.21197509765625,2,653,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.209808349609375,22.0652579442906,7.0526123046875E-09,-0.20953369140625,2,654,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.207366943359375,22.0896719442289,6.8328857421875E-09,-0.20709228515625,2,655,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.204925537109375,22.1140859441673,6.5643310546875E-09,-0.204681396484375,2,656,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.202484130859375,22.1384999441057,6.5338134765625E-09,-0.20220947265625,2,657,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.200042724609375,22.162913944044,6.585693359375E-09,-0.199798583984375,2,658,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.197601318359375,22.1873279439824,6.3690185546875E-09,-0.197357177734375,2,659,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.195159912109375,22.2117419439207,6.6131591796875E-09,-0.194854736328125,2,660,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.192718505859375,22.2361559438591,6.2164306640625E-09,-0.1925048828125,2,661,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.190277099609375,22.2605699437975,6.2164306640625E-09,-0.190093994140625,2,662,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.187835693359375,22.2849839437358,6.1981201171875E-09,-0.1876220703125,2,663,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.185394287109375,22.3093979436742,6.0455322265625E-09,-0.1851806640625,2,664,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.182952880859375,22.3338119436125,5.92041015625E-09,-0.182708740234375,2,665,2.22265645861626E-08,-4.80057969689369E-08,100 nA
-0.180511474609375,22.3582259435509,5.82275390625E-09,-0.180267333984375,2,666,2.22265645861626E-08,-4.80057969689369E-08,100 nA
